657897d144837a0001dee411,undefined,undefined,undefined,null,0
65832f24be56910001fa14f9,undefined,undefined,undefined,null,0
6584a459a0e78f00019e5c51,perdido,undefined,undefined,false,4092
65832715241c040011f8f082,ganho,undefined,undefined,true,6394
65847622dcf50600015b4381,perdido,undefined,undefined,false,4092
658466c69d39ed00013fee35,undefined,undefined,undefined,false,0
658329444b5b7f00015b2e92,perdido,undefined,undefined,false,2848
65844d84939f9e000170618d,undefined,undefined,undefined,null,0
65842e9d9d39ed00013ee284,undefined,undefined,undefined,false,0
657e30c62e4178000156fe70,perdido,undefined,undefined,false,6190
6578976f44837a0001dec1b0,undefined,undefined,undefined,false,0
65849b5fafefa2001a7dcec0,ganho,undefined,undefined,true,21868
658472619d39ed0001404411,perdido,undefined,undefined,false,0
6578977344837a0001dec309,undefined,undefined,undefined,false,0
658412de5d78e50001cd22f2,undefined,undefined,undefined,false,0
6578977044837a0001dec1f5,undefined,undefined,undefined,false,0
657897df44837a0001dee8d9,undefined,undefined,undefined,false,0
6578976d44837a0001dec0e1,undefined,undefined,undefined,false,0
65835adebdea750018f54197,perdido,undefined,undefined,false,7079
657897b444837a0001ded95e,undefined,undefined,undefined,false,0
65844cb349a4c6000167a37b,undefined,undefined,undefined,false,0
657897e244837a0001deea2e,undefined,undefined,undefined,false,0
657897b644837a0001deda5d,undefined,undefined,undefined,false,0
657897de44837a0001dee85a,undefined,undefined,undefined,false,0
6578978544837a0001dec84b,undefined,undefined,undefined,false,0
6596f4871eb823001081d07f,em andamento,undefined,undefined,null,0
6596f4529887cd000d380aee,null,undefined,undefined,true,1984
6578978d44837a0001decb22,undefined,undefined,undefined,false,0
65971079d8a0110001f4a41c,undefined,undefined,undefined,false,0
657897b844837a0001dedb04,undefined,undefined,undefined,false,0
6578978a44837a0001deca53,undefined,undefined,undefined,false,0
6578979b44837a0001ded038,undefined,undefined,undefined,false,0
6578979d44837a0001ded0f0,undefined,undefined,undefined,false,0
6578979844837a0001decedf,undefined,undefined,undefined,false,0
6578979744837a0001deceb1,undefined,undefined,undefined,false,0
6597dd99748cb200010de04e,undefined,undefined,undefined,false,0
657897b944837a0001dedb77,undefined,undefined,undefined,false,0
657897be44837a0001dedd71,undefined,undefined,undefined,false,0
6596b06e198b78000dc43e67,perdido,undefined,undefined,false,11230
657897bd44837a0001dedce7,undefined,undefined,undefined,false,0
657897bc44837a0001dedc8b,undefined,undefined,undefined,false,0
657897bb44837a0001dedc01,undefined,undefined,undefined,false,0
657897a644837a0001ded461,undefined,undefined,undefined,false,0
657897a844837a0001ded502,undefined,undefined,undefined,false,0
6578977c44837a0001dec4c6,undefined,undefined,undefined,false,0
65a9a9727a7ef3000142b1ca,perdido,undefined,undefined,false,6546
65b3c012ab42c9001417ab9d,null,undefined,undefined,null,0
65b40b9f6b771b000db60a67,null,undefined,undefined,null,0
65b5230dd87d090001d3f530,undefined,undefined,undefined,false,0
65e218643d0462000149da60,undefined,undefined,undefined,false,0
65b842f704af8f0001601bcf,perdido,undefined,undefined,false,5228
65b8e3e65bc39a0001a14aa5,perdido,undefined,undefined,false,4228
65b958f1540f85000df11719,null,undefined,undefined,false,0
65b932e14ff77c00011d05a7,undefined,undefined,undefined,false,0
65b45fa0b14e100001a900f6,undefined,undefined,undefined,false,0
65b6d0f09cba4f0001a27333,undefined,undefined,undefined,false,0
65b40c5b5374e300189fa1f8,null,undefined,undefined,null,18975
6568ac2cf2d53b0001c2e2ab,undefined,undefined,undefined,false,0
65688e666d18d000019c32c6,perdido,undefined,undefined,false,6246
6568c1676667510001737af8,undefined,undefined,undefined,false,0
6568d8ec6ecaa30014b5c443,perdido,undefined,undefined,false,2824
6568e6862394de00012d4209,undefined,undefined,undefined,false,0
6568fb0e76a9b300015ca4ac,undefined,undefined,undefined,false,0
6578978e44837a0001decbac,undefined,undefined,undefined,null,0
6578978344837a0001dec765,undefined,undefined,undefined,null,0
6578978044837a0001dec653,undefined,undefined,undefined,null,0
6578978044837a0001dec5fa,undefined,undefined,undefined,null,0
657897a544837a0001ded3ee,undefined,undefined,undefined,null,0
657897ae44837a0001ded748,undefined,undefined,undefined,null,0
657897ac44837a0001ded690,undefined,undefined,undefined,null,0
657897aa44837a0001ded5c1,undefined,undefined,undefined,null,0
657897d044837a0001dee387,undefined,undefined,undefined,null,0
657897cd44837a0001dee2a1,undefined,undefined,undefined,null,0
657897cb44837a0001dee1bb,undefined,undefined,undefined,null,0
657897c744837a0001dee0e9,undefined,undefined,undefined,null,0
657897c644837a0001dee031,undefined,undefined,undefined,null,0
657897c444837a0001dedf62,undefined,undefined,undefined,null,0
657897c144837a0001dede93,undefined,undefined,undefined,null,0
657897da44837a0001dee73d,undefined,undefined,undefined,null,0
657897d844837a0001dee650,undefined,undefined,undefined,null,0
657897d644837a0001dee5af,undefined,undefined,undefined,null,0
657897d344837a0001dee4b2,undefined,undefined,undefined,null,0
657897d244837a0001dee428,undefined,undefined,undefined,null,0
65842fca3a3d3500209f5268,perdido,undefined,undefined,false,3568
657897b544837a0001ded9ea,undefined,undefined,undefined,false,0
657897b344837a0001ded92b,undefined,undefined,undefined,false,0
657897e244837a0001dee9e7,undefined,undefined,undefined,false,0
65844ffa3a3d3500209f8ea7,em andamento,undefined,undefined,null,0
657897b144837a0001ded848,undefined,undefined,undefined,false,0
65847b442ae1910017368fb6,em andamento,undefined,undefined,null,0
657897dd44837a0001dee804,undefined,undefined,undefined,false,0
657897e044837a0001dee94c,undefined,undefined,undefined,false,0
65972b9b07c68b0001bc6a34,perdido,undefined,undefined,false,3050
6578972244837a0001dea55c,undefined,undefined,undefined,false,0
657897e744837a0001deebfa,undefined,undefined,undefined,false,0
6583a3f961b1c00001221bfc,perdido,undefined,undefined,false,3940
657897e944837a0001deecb2,undefined,undefined,undefined,false,0
65833b645575c20001a0c37b,perdido,undefined,undefined,false,5560
658452b418b00800142f959b,perdido,undefined,undefined,false,5206
65836e998421b70001f6a723,undefined,undefined,undefined,false,0
657897a644837a0001ded44a,undefined,undefined,undefined,false,0
65842c8918b008000d2f4efe,perdido,undefined,undefined,false,8577
6578978544837a0001dec81d,undefined,undefined,undefined,false,0
6596b525b40c10001c05f8ed,perdido,undefined,undefined,false,6286
657897b744837a0001dedabf,undefined,undefined,undefined,false,0
6597e9cf971f80000180df09,undefined,undefined,undefined,false,0
657897ba44837a0001dedba5,undefined,undefined,undefined,false,0
6597fe9c995af40020d260e6,em andamento,undefined,undefined,null,0
657897bc44837a0001dedc5d,undefined,undefined,undefined,false,0
6578978d44837a0001decb39,undefined,undefined,undefined,false,0
6578979b44837a0001ded021,undefined,undefined,undefined,false,0
6578979d44837a0001ded0d9,undefined,undefined,undefined,false,0
6578979844837a0001decf0d,undefined,undefined,undefined,false,0
6578979744837a0001dece99,undefined,undefined,undefined,false,0
657897a744837a0001ded4bd,undefined,undefined,undefined,false,0
6568d761efd502001eb9b01a,ganho,undefined,undefined,true,7472
6578979f44837a0001ded1a8,undefined,undefined,undefined,false,0
6597f1db04f244001c7fe432,perdido,undefined,undefined,false,12136
657897be44837a0001dedd5a,undefined,undefined,undefined,false,0
657897a844837a0001ded51a,undefined,undefined,undefined,false,0
657897a944837a0001ded54b,undefined,undefined,undefined,false,0
657897a444837a0001ded3a9,undefined,undefined,undefined,false,0
65971008549653000d02a8aa,perdido,undefined,undefined,false,5764
660627a0f5ce320001e0a5d4,perdido,undefined,undefined,false,3104
663ccb1338a7ff000f66a2e1,undefined,undefined,undefined,null,0
663ab3499106870001a0c2cf,undefined,undefined,undefined,false,0
663d0c979af73500012c5fd9,undefined,undefined,undefined,null,0
6571e4545e8b3300019b48d5,ganho,undefined,undefined,true,36900
658c3fdb46164e000d2e7ac0,null,undefined,undefined,null,7560
658d57ac432c350001eeb81a,undefined,undefined,undefined,false,0
658cbe2e4ca81f000183abfb,undefined,undefined,undefined,null,0
658c47da619b3a00014a7ccf,undefined,undefined,undefined,false,0
658dcc1a61082d001416d763,null,undefined,undefined,false,0
65cd3519dc9dae00145b6c4e,em andamento,undefined,undefined,null,0
658c7c2a2f12b1000d18242f,perdido,undefined,undefined,false,2716
658dd50e66fba8001496cc39,perdido,undefined,undefined,false,7452
660433249933070014f28c98,em andamento,undefined,undefined,null,0
658dceacc804b3000d8c9de5,perdido,undefined,undefined,false,2824
658dd256bf05f80014b87475,perdido,undefined,undefined,false,12326
660aa7c37b4a4100208b93f5,perdido,undefined,undefined,false,2184
65e2185a3d0462000149d60c,undefined,undefined,undefined,false,0
6662e20b74f28400016c7543,undefined,undefined,undefined,false,0
659c3eae34abac002011eb98,em andamento,undefined,undefined,null,0
659c38f6678409000f67c06e,ganho,undefined,undefined,true,9808
659be7929696fa0010cb3134,ganho,undefined,undefined,true,3044
657897ec44837a0001deed9a,undefined,undefined,undefined,false,0
657897ed44837a0001deedf7,undefined,undefined,undefined,false,0
659d6781435c48000dd208f7,em andamento,undefined,undefined,null,0
659c7c03ea41cb00011a8f9c,undefined,undefined,undefined,false,0
659c0977c96162000166e6b3,perdido,undefined,undefined,false,3622
659c03df5827f9000d692242,perdido,undefined,undefined,false,7764
659c060171ae6e000d5bf029,perdido,undefined,undefined,false,9836
659c032dc961620001669ffe,perdido,undefined,undefined,false,3668
65e218503d0462000149d0e7,undefined,undefined,undefined,false,0
65e2184f3d0462000149d032,undefined,undefined,undefined,false,0
659c34affe0ffb00014fdaa8,perdido,undefined,undefined,false,5732
65e2184e3d0462000149d007,undefined,undefined,undefined,false,0
6571e4965e8b3300019b645b,undefined,undefined,undefined,null,0
6571e4b15e8b3300019b6fd1,undefined,undefined,undefined,null,0
6571e4af5e8b3300019b6ec3,undefined,undefined,undefined,null,0
6571e4ad5e8b3300019b6e0b,undefined,undefined,undefined,null,0
6571e4a95e8b3300019b6cb0,undefined,undefined,undefined,null,0
6571e4c55e8b3300019b789b,undefined,undefined,undefined,null,0
65804d696bc83e001704023e,null,undefined,undefined,null,56700
6580c23cbe5a960001fee5a7,undefined,undefined,undefined,false,0
6571e4ce5e8b3300019b7c7f,perdido,undefined,undefined,false,10930
65804c2722ef99001873f096,perdido,undefined,undefined,false,6983
6571e46e5e8b3300019b53ab,ganho,undefined,undefined,true,11766
657c76ff54f5c4000d17b202,em andamento,undefined,undefined,null,0
6578e1b69d2111000165428e,undefined,undefined,undefined,false,0
657cb70ef01c100012b36b70,null,undefined,undefined,false,0
65e2184c3d0462000149ceaf,undefined,undefined,undefined,false,0
65579a79f595d4000fd7499e,null,undefined,undefined,false,42525
6571e4575e8b3300019b49e9,em andamento,undefined,undefined,null,7410
65d4a74247403c0001dad3b4,undefined,undefined,undefined,false,0
6571e4675e8b3300019b5094,perdido,undefined,undefined,false,8500
